(GVP) Volcano number,Volcano Name,Country,Volcano Latitude,Volcano Longitude,Volcano Elevation,Volcano Type,Population VPI5,Population VPI 10,Population VPI30,Population VPI100,Island of radius <=~5 km?,Eruption Number,Eruption VEI,Eruption start year,Date of fatal incident,Year (Eruption start year if date not specified),Century,Incident number (XXXXX-X.X = eruption number-incident number.su,Incident number extension (-X.X = Incident number.Sub-incident ,Incident / sub-incident:   Fatalities separated into multiple i,Fatality information (existing fatality information from databa,Additional fatality information and notes on distance determina,Qualitative Number of fatalities,Number of fatalities,Fatal cause  ,"Victim classification:  (Emerg) = armed forces, emergency servi",Were fatalities clustered? (eg. All in one collapsed building?),Did fatality or fatal injury occur inside or outside?,Google Earth flag number (representing approximate location of ,Quality level,QL 1 distance (km),QL2 (max. km),QL2 range (km),Distance from eruptive vent if known to be different to summit,"References (new, [legacy])"
223020,Nyamuragira,DR Congo,-1.408,29.2,3058,Shield,3751,27027,711356,8333476,N,14053,3,1912,,1912,1900s,14053-1.0,1.0,One incident,Twenty villagers were killed when a lava flow changed directions.,"Location unknown, but distance taken based on the map in Head et al. (2011). ",,20,Lava flows,Residents,Village,,30,QL 2,,26.0,<26,,"Head et al 2011,[KRAFFT 1990 (114)]"
233020,"Fournaise, Piton de la",France,-21.231,55.713,2632,Shield,55859,55859,246792,717820,N,14363,2,1972,,1972,1900s,14363-1.0,1.0,One incident,Three visitors died after 48 hours in cold mists on the rugged lava fields during the second phase of the eruption.,"Uncertain location of fatalities, and uncertain if fatalities can be attributed to the eruption. ",,3,Indirect (Eruptive) - Exposure,(tour) Tourists,Group,Outside,,QL 2,,10.0,<10,,[SICSLP 71-72/1472]
223030,Nyiragongo,DR Congo,-1.52,29.25,3470,Stratovolcano,2416,31145,1006436,9087529,N,14101,1,1977,,1977,1900s,14101-1.0,1.0,One incident,"Extremely fluid, fast-moving lava flows draining from lava lake killed numbers variously estimated at none to 2,000 persons. Best estimate seems to be 50 to 100 (BVE 17). Several villages destroyed.",Precise location of fatalities is unknown. The distance is from the extent of the 1977 lavas and description in SI bulletin 01/1977 NSEB 02:01 of lavas to 16km from volcano. Up to 2000 fatalities.,50-100,75,Lava flows,Residents,Villages,,31,QL 2,,15.0,<15,,"Global Volcanism Program, 1977. Report on Nyiragongo (DR Congo). In: Squires, D (ed.), Natural Science Event Bulletin, 2:1. Smithsonian Institution. http://dx.doi.org/10.5479/si.GVP.NSEB197701-223030.,[BVE-17 (13)]"
223030,Nyiragongo,DR Congo,-1.52,29.25,3470,Stratovolcano,2416,31145,1006436,9087529,N,14105,1,1994,,1994,1900s,14105-1.0,1.0,One incident,,SI bulletin 08/1994 BGVN 19:08 describes seismic swarm resulting in damage in Goma and death of a woman due to falling concrete platform.,,1,Seismicity,,,,,QL 1,16.5,,,,"Global Volcanism Program, 1994. Report on Nyiragongo (DR Congo). In: Wunderman, R (ed.), Bulletin of the Global Volcanism Network, 19:8. Smithsonian Institution. http://dx.doi.org/10.5479/si.GVP.BGVN199408-223030.,[Witham (2005)]"
223030,Nyiragongo,DR Congo,-1.52,29.25,3470,Stratovolcano,2416,31145,1006436,9087529,N,14106,1,2002,,2002,2000s,14106-1.0,1.0,One incident,There were 47 people reported killed directly by the eruption (presumably the high velocity lava flows). From 60-100 people died on January 21 during the explosion of the central petrol station surrounded by hot lava.,Fatalities due to lavas through Goma. Approx min distance 13 to max 20 km.,107-147,127,Lava flows,,Yes at petrol station,,32,QL 1,16.5,,,,
224030,Oku Volcanic Field,Cameroon,6.25,10.5,3011,Stratovolcano,131944,131944,399741,3698980,N,14138,,1986,1984,1984,1900s,14138-1.0,1.0,One incident,"Lake Monoun. A white cloud in the vicinity of the lake at daybreak looked like typical fog, but contained CO2. Victims suffered vomiting, paralysis, and very rapid death.",Fatalities on particular stretch of road (200m long) from Sigurdsson et al 1987. Distance measured from approximate lake centre. Volcanic field.,,37,Non-eruptive: Gas,Residents,Villagers,Outside,33,QL 1,74.0,,,1.1,"Sigurdsson et al 1987,[SEAN Bull. 11:8, 1986]"
224030,Oku Volcanic Field,Cameroon,6.25,10.5,3011,Stratovolcano,131944,131944,399741,3698980,N,14138,,1986,,1986,1900s,14138-1.1,1.1,"One incident, different distances","Lake Nyos. Deaths caused by release of large volume of CO2 from lake. More than 300 survivors hospitalized. Sources say at least 1700, some are specific to 1,746.","Fatalities in villages of Cha, Nyos and Subum (see Baxter et al 1989). 1196 fatalities in Kam and Nyos, 52 in Cha, 300 in Subum, 4 in Fang and 13 in Mashi and Missong (Barberi et al 1989). Volcanic field. Village extents not possible to determine. ",,1196,Non-eruptive: Gas,Residents,Villagers,,34 -1,QL 1,33.0,,,2.5,"Baxter et al. 1989. Barberi et al, 1989.,[see Baxter 1986 JVGR, Othman-Chande 1987 Disasters]"
224030,Oku Volcanic Field,Cameroon,6.25,10.5,3011,Stratovolcano,131944,131944,399741,3698980,N,14138,,1986,,1986,1900s,14138-1.2,1.2,"One incident, different distances","Lake Nyos. Deaths caused by release of large volume of CO2 from lake. More than 300 survivors hospitalized. Sources say at least 1700, some are specific to 1,746.","Fatalities in villages of Cha, Nyos and Subum (see Baxter et al 1989). 1196 fatalities in Kam and Nyos, 52 in Cha, 300 in Subum, 4 in Fang and 13 in Mashi and Missong (Barberi et al 1989). Volcanic field.Village extents not possible to determine. ",,300,Non-eruptive: Gas,Residents,Villagers,,34 -2,QL 1,30.0,,,11,"Baxter et al. 1989. Barberi et al, 1989.,[see Baxter 1986 JVGR, Othman-Chande 1987 Disasters]"
224030,Oku Volcanic Field,Cameroon,6.25,10.5,3011,Stratovolcano,131944,131944,399741,3698980,N,14138,,1986,,1986,1900s,14138-1.3,1.3,"One incident, different distances","Lake Nyos. Deaths caused by release of large volume of CO2 from lake. More than 300 survivors hospitalized. Sources say at least 1700, some are specific to 1,746.","Fatalities in villages of Cha, Nyos and Subum (see Baxter et al 1989). 1196 fatalities in Kam and Nyos, 52 in Cha, 300 in Subum, 4 in Fang and 13 in Mashi and Missong (Barberi et al 1989). Volcanic field. Village extents not possible to determine. ",,17,Non-eruptive: Gas,Residents,Villagers,,34 -3,QL 1,40.0,,,13,"Baxter et al. 1989. Barberi et al, 1989.,[see Baxter 1986 JVGR, Othman-Chande 1987 Disasters]"
224030,Oku Volcanic Field,Cameroon,6.25,10.5,3011,Stratovolcano,131944,131944,399741,3698980,N,14138,,1986,,1986,1900s,14138-1.4,1.4,"One incident, different distances","Lake Nyos. Deaths caused by release of large volume of CO2 from lake. More than 300 survivors hospitalized. Sources say at least 1700, some are specific to 1,746.","Fatalities in villages of Cha, Nyos and Subum (see Baxter et al 1989). 1196 fatalities in Kam and Nyos, 52 in Cha, 300 in Subum, 4 in Fang and 13 in Mashi and Missong (Barberi et al 1989). Volcanic field. Village extents not possible to determine. ",,52,Non-eruptive: Gas,Residents,Villagers,,34 -4,QL 1,38.0,,,7,"Baxter et al. 1989. Barberi et al, 1989.,[see Baxter 1986 JVGR, Othman-Chande 1987 Disasters]"
233010,Karthala,Comoros,-11.75,43.38,2361,Shield,225379,225379,278330,399067,N,14193,2,1883,,1883,1800s,14193-1.0,1.0,One incident,Voluminous lava flows destroyed a village and its inhabitants.,"Distance constrained by description of eruption in SE rift zone (Morin et al.,  2009) and map showing 1880 lavas (Savin et al., 2005).",Unknown,15,Lava flows,,Village,,35,QL 2,,24.0,<24,,Savin et al 2005; Morin et al. 2009
233010,Karthala,Comoros,-11.75,43.38,2361,Shield,225379,225379,278330,399067,N,14193,2,1883,1903,1903,1900s,14193-1.0,1.0,One incident,"In the summer of 1903 the emanation of suffocating gases was so strong that 17 people, who stayed near the solfataras at an elevation of 1,600 m, were killed.","Unknown location, but altitude indicates <10km of the summit.",,17,Non-eruptive: Gas,(tour) Tourists,Group,Outside,,QL 2,,10.0,<10,,
233010,Karthala,Comoros,-11.75,43.38,2361,Shield,225379,225379,278330,399067,N,14194,2,1904,,1904,1900s,14194-1.0,1.0,One incident,A lava flow destroyed cultivated land and killed one person.,"The location of the fatality is unknown, but can be constrained by the position of the 1904 lavas (from map of Savin et al., 2005). ",,1,Lava flows,,,,36,QL 2,,10.0,<10,,"Savin et al (2005),[KRAFFT 1983 (46)]"
233010,Karthala,Comoros,-11.75,43.38,2361,Shield,225379,225379,278330,399067,N,14203,1,1977,,1977,1900s,14203-1.0,1.0,One incident,One possible fatality from lava flow.,1977 flow is small at about 2.6km by 0.9km. Unknown where the fatality occurred within this. Lava flow is identified from the map of Savin et al (2005) and placemarker is centered in a populated zone about half way through the flow. Vent in SSW. Approximate minimum distance 8.8km to maximum 11.5km. ,,1,Lava flows,,,,37,QL 1,11.0,,,2.6,"Savin et al (2005),[Witham (2005)]"
241040,White Island,New Zealand,-37.52,177.18,321,Stratovolcano(es),5,5,5,190290,Y,14469,,1914,,1914,1900s,14469-1.0,1.0,One incident,Debris avalanche from SW corner of crater wall overwhelmed party of 11 sulfur workers and two buildings.,"Location based on the map showing the location of the debris avalanche at the link provided. NZ government website describes the deaths of the whole mining party, with the exception of the cat. This was 10 persons. ",,10,Avalanche,(mine)  Sulphur miners,Group,Outside,38,QL 2,,1.0, <1,,"https://nzhistory.govt.nz/page/eruption-white-island-kills-10-people; http://tannislikesrocks.blogspot.co.uk/2012/09/sulphur-mining-on-volcano.html,[CAVW-22 (42)]"
241050,Okataina,New Zealand,-38.12,176.5,1111,Lava dome(s),18,579,79591,362413,N,14506,5,1886,,1886,1800s,14506-1.0,1.0,One incident,"Almost all died as a result of burial by tephra. 147 Maoris and 6 Europeans. Villages affected included: Te Ariki (52 killed), Moura (39), Te Wairo (14), Rotomahana (11).",Nairn (1979) is used to locate the villages named. Rotomahana is not a named village on their map but is assumed to be by the lake of the same name. Fissure eruption in widespread volcanic field.,,153,Tephra,Residents,,,39,QL 2,,18.0,<18,<10,"Nairn (1979),[CAVW-22 (63)]"
241050,Okataina,New Zealand,-38.12,176.5,1111,Lava dome(s),18,579,79591,362413,N,14508,1,1900,,1900,1900s,14508-1.0,1.0,One incident,Four killed by eruption of Waimangu geyser.,Location from google earth. Geyser in volcanic field.,,4,Hydrothermal,(tour) Tourists,Group,Outside,40,QL 1,20.0,,,<1,
241050,Okataina,New Zealand,-38.12,176.5,1111,Lava dome(s),18,579,79591,362413,N,14519,1,1917,,1917,1900s,14519-1.0,1.0,One incident,Steam blast at Frying Pan Flat lifted roof off Waimangu accommodation 800 m away. 3 occupants scalded by searing steam blast. Wife and child of resident guide died later.,"Location based on description of being roughly where present visitors buildings are, distance is well defined. Geyser in volcanic field.",,2,Hydrothermal,Residents (guide's family),One building,Inside,41,QL 1,20.0,,,0.8,[CAVW-22 (66)]
241100,Ruapehu,New Zealand,-39.28,175.57,2797,Stratovolcano,14,298,6901,119709,N,14630,1,1952,,1952,1900s,14630-1.0,1.0,One incident,"Summit crater lake drained when crevassing glacier caused ash barrier holding it in to collapse. The resulting mudflow swept away one of the piers of the Tangiwai bridge just before the arrival of the Wellington-Auckland express. Locomotive, tender and 5 carriages plunged into the river.",Location based on position of memorial which marks site of disaster,,151,Secondary lahars,Train passengers,One train,Inside,42,QL 1,20.0,,,,
241816,Rotorua,New Zealand,-38.08,176.27,757,Caldera,0,0,0,0,N,,,,1946,1946,1900s,241816-1.0,1.0,One incident,,"A man collapsed and died in a public spa, reportedly through hydrogen sulphide gas.",,1,Non-eruptive: gas,,,,,QL 2,,10.0,5-10,Within caldera,Collins (2003) sulphur city gases under scrutiny: http://www.nzherald.co.nz/nz/news/article.cfm?c_id=1&objectid=3511691
241816,Rotorua,New Zealand,-38.08,176.27,757,Caldera,0,0,0,0,N,,,,1948,1948,1900s,241816-2.0,2.0,One incident,,"Two men were overcome by gases in a sewer pipe, one died. Attributed to hydrogen sulphide. Included on IVHHN list from Collins (2003). H2S deaths in sewers are not uncommon, so unclear if this was definitely volcanic gas. ",,1,Non-eruptive: gas,,,Inside (pipe),,QL 2,,10.0,5-10,Within caldera,Collins (2003) sulphur city gases under scrutiny: http://www.nzherald.co.nz/nz/news/article.cfm?c_id=1&objectid=3511691
241816,Rotorua,New Zealand,-38.08,176.27,757,Caldera,0,0,0,0,N,,,,Feb 1954,1954,1900s,241816-3.0,3.0,One incident,,"Five were overcome by gases in septic tank, one died. Attributed to hydrogen sulphide. Included on IVHHN list from Collins (2003). H2S deaths in sewers are not uncommon, so unclear if this was definitely volcanic gas.",,1,Non-eruptive: gas,,,Inside (tank),,QL 2,,10.0,5-10,Within caldera,Collins (2003) sulphur city gases under scrutiny: http://www.nzherald.co.nz/nz/news/article.cfm?c_id=1&objectid=3511691
241816,Rotorua,New Zealand,-38.08,176.27,757,Caldera,0,0,0,0,N,,,,Feb 1954,1954,1900s,241816-4.0,4.0,One incident,,A man is described as drowning after being overcome by hydrogen sulphide gas in a hot pool. ,,1,Non-eruptive: gas,,,,,QL 2,,10.0,5-10,Within caldera,Collins (2003) sulphur city gases under scrutiny: http://www.nzherald.co.nz/nz/news/article.cfm?c_id=1&objectid=3511691
241816,Rotorua,New Zealand,-38.08,176.27,757,Caldera,0,0,0,0,N,,,,June 1954,1954,1900s,241816-5.0,5.0,One incident,,A man was killed by hydrogen sulphide gas whilst digging a hole.,,1,Non-eruptive: gas,,,Outside,,QL 2,,10.0,5-10,Within caldera,Collins (2003) sulphur city gases under scrutiny: http://www.nzherald.co.nz/nz/news/article.cfm?c_id=1&objectid=3511691
241816,Rotorua,New Zealand,-38.08,176.27,757,Caldera,0,0,0,0,N,,,,Feb 1962,1962,1900s,241816-6.0,6.0,One incident,,A couple were found dead at home. Hydrogen sulphide gas was blamed from a leaking pipe from the groundwater-fed heating system,,2,Non-eruptive: gas,Residents,Group,Inside,,QL 2,,10.0,5-10,Within caldera,Collins (2003) sulphur city gases under scrutiny: http://www.nzherald.co.nz/nz/news/article.cfm?c_id=1&objectid=3511691
241816,Rotorua,New Zealand,-38.08,176.27,757,Caldera,0,0,0,0,N,,,,May 1962,1962,1900s,241816-7.0,7.0,One incident,,A man was found dead in a building found to have hydrogen sulphide throughout.,,1,Non-eruptive: gas,,,Inside,,QL 2,,10.0,5-10,Within caldera,Collins (2003) sulphur city gases under scrutiny: http://www.nzherald.co.nz/nz/news/article.cfm?c_id=1&objectid=3511691
241816,Rotorua,New Zealand,-38.08,176.27,757,Caldera,0,0,0,0,N,,,,Sept 1987,1987,1900s,241816-8.0,8.0,One incident,,A couple were killed in their sleep after a faulty water trap on the shower allowed hydrogen sulphide gas into the motel room.,,2,Non-eruptive: gas,(tour) tourist,Group,Inside,,QL 2,,10.0,5-10,Within caldera,Collins (2003) sulphur city gases under scrutiny: http://www.nzherald.co.nz/nz/news/article.cfm?c_id=1&objectid=3511691
241816,Rotorua,New Zealand,-38.08,176.27,757,Caldera,0,0,0,0,N,,,,Feb 2000,2000,2000s,241816-9.0,9.0,One incident,,"A woman was found dead in her hotel room following spending many hours at the spa baths. Associated in the press with hydrogen sulphide, though cannot find confirmation of this as cause. ",,1,Non-eruptive: gas,(tour) tourist,,Inside,,QL 2,,10.0,5-10,Within caldera,Collins (2003) sulphur city gases under scrutiny: http://www.nzherald.co.nz/nz/news/article.cfm?c_id=1&objectid=3511691
257030,Aoba,Vanuatu,-15.4,167.83,1496,Shield,73,1279,4326,73308,N,15235,,1915,,1915,1900s,15235-1.0,1.0,One incident,"In a BGVN 20:02 submission, Robin and Monzier reported that ""An eruption possibly occurred in 1914 with ashfalls (?) and lahars (12 casualties).""",Unknown location,,12,Lahars,,,,,QL 2,,22.0,<22,,[Bani et al 2009 says 10 0but cites a 1945 french book; see BGVN 20:02]
241816,Rotorua,New Zealand,-38.08,176.27,757,Caldera,0,0,0,0,N,,,,May 2003,2003,2000s,241816-10.0,10.0,One incident,,"A woman was found dead in Priest's pool at the Polynesian Spa. Considered hydrogen sulphide poisoning, but cannot locate confirmation.",,1,Non-eruptive: gas,,,,240,QL 1,6.5,,,Within caldera,Brown (2003) Rotorua hot pools charged over artist's death: http://www.nzherald.co.nz/nz/news/article.cfm?c_id=1&objectid=3536962 
241816,Rotorua,New Zealand,-38.08,176.27,757,Caldera,0,0,0,0,N,,,,2007-11-11 00:00:00,2007,2000s,241816-11.0,11.0,One incident,,77-year old man found dead next to geothermal swimming pool at Pineland Motor Lodge. No underlying medical conditions. Autopsy results indicate hydrogen sulphide likely responsible for death.,,1,Non-eruptive: gas,(tour) tourist,,Indoors,241,QL 1,7.2,,,Within caldera,Bassindale and Hosking (2011); Watson (2010) Deadly gas warning for hot pools: http://www.stuff.co.nz/national/3498053/Deadly-gas-warning-for-hot-pools 
